# IdVg Sweep Table for GaSb-InAs HTFET
# Channel length 0.02 um
# Oxide Thickness 0.0025 um
# Channel Thickness 0.005 um
# vdrain -0.8 
-0.8	-0.8	-0.000211769	
-0.8	-0.793333	-0.000211249	
-0.8	-0.786667	-0.000210614	
-0.8	-0.78	-0.000209863	
-0.8	-0.773333	-0.000209001	
-0.8	-0.766667	-0.000208034	
-0.8	-0.76	-0.000206972	
-0.8	-0.753333	-0.000205828	
-0.8	-0.746667	-0.00020462	
-0.8	-0.74	-0.000203368	
-0.8	-0.733333	-0.000202094	
-0.8	-0.726667	-0.000200823	
-0.8	-0.72	-0.00019958	
-0.8	-0.713333	-0.000198389	
-0.8	-0.706667	-0.000197275	
-0.8	-0.7	-0.000196259	
-0.8	-0.693333	-0.00019536	
-0.8	-0.686667	-0.000194596	
-0.8	-0.68	-0.000193982	
-0.8	-0.673333	-0.000193529	
-0.8	-0.666667	-0.000193246	
-0.8	-0.66	-0.000193142	
-0.8	-0.653333	-0.000193221	
-0.8	-0.646667	-0.000193486	
-0.8	-0.64	-0.00019394	
-0.8	-0.633333	-0.000194582	
-0.8	-0.626667	-0.000195412	
-0.8	-0.62	-0.000196425	
-0.8	-0.613333	-0.000197619	
-0.8	-0.606667	-0.000198987	
-0.8	-0.6	-0.000200523	
-0.8	-0.593333	-0.000202218	
-0.8	-0.586667	-0.000204064	
-0.8	-0.58	-0.000206049	
-0.8	-0.573333	-0.000208164	
-0.8	-0.566667	-0.000210397	
-0.8	-0.56	-0.000212737	
-0.8	-0.553333	-0.000215173	
-0.8	-0.546667	-0.000217698	
-0.8	-0.54	-0.000220301	
-0.8	-0.533333	-0.000222978	
-0.8	-0.526667	-0.00022572	
-0.8	-0.52	-0.000228524	
-0.8	-0.513333	-0.000231384	
-0.8	-0.506667	-0.000234295	
-0.8	-0.5	-0.000237255	
-0.8	-0.493333	-0.000240259	
-0.8	-0.486667	-0.000243305	
-0.8	-0.48	-0.000246387	
-0.8	-0.473333	-0.000249504	
-0.8	-0.466667	-0.000252653	
-0.8	-0.46	-0.000255829	
-0.8	-0.453333	-0.00025903	
-0.8	-0.446667	-0.000262253	
-0.8	-0.44	-0.000265494	
-0.8	-0.433333	-0.000268751	
-0.8	-0.426667	-0.000272022	
-0.8	-0.42	-0.000275302	
-0.8	-0.413333	-0.000278589	
-0.8	-0.406667	-0.00028188	
-0.8	-0.4	-0.000285174	
-0.8	-0.393333	-0.000288466	
-0.8	-0.386667	-0.000291756	
-0.8	-0.38	-0.000295039	
-0.8	-0.373333	-0.000298315	
-0.8	-0.366667	-0.00030158	
-0.8	-0.36	-0.000304833	
-0.8	-0.353333	-0.000308072	
-0.8	-0.346667	-0.000311294	
-0.8	-0.34	-0.000314498	
-0.8	-0.333333	-0.000317682	
-0.8	-0.326667	-0.000320845	
-0.8	-0.32	-0.000323984	
-0.8	-0.313333	-0.000327099	
-0.8	-0.306667	-0.000330188	
-0.8	-0.3	-0.000333249	
-0.8	-0.293333	-0.000336282	
-0.8	-0.286667	-0.000339285	
-0.8	-0.28	-0.000342257	
-0.8	-0.273333	-0.000345198	
-0.8	-0.266667	-0.000348105	
-0.8	-0.26	-0.000350979	
-0.8	-0.253333	-0.000353819	
-0.8	-0.246667	-0.000356636	
-0.8	-0.24	-0.000359418	
-0.8	-0.233333	-0.000836873	
-0.8	-0.226667	-0.00203061	
-0.8	-0.22	-0.000366643	
-0.8	-0.213333	0.00299215	
-0.8	-0.206667	0.00407597	
-0.8	-0.2	0.00438521	
