# CGS Sweep Table for InAs PTFET 
# Channel length 0.02 um
# Oxide Thickness 0.0025 um
# Channel Thickness 0.005 um
# Vgate -0.8 
-0.8	-0.8	+2.77207e-17
-0.8	-0.79	+2.82005e-17
-0.8	-0.78	+2.85981e-17
-0.8	-0.77	+2.89189e-17
-0.8	-0.76	+2.91718e-17
-0.8	-0.75	+2.93677e-17
-0.8	-0.74	+2.95174e-17
-0.8	-0.73	+2.96313e-17
-0.8	-0.72	+2.97178e-17
-0.8	-0.71	+2.97841e-17
-0.8	-0.7	+2.98354e-17
-0.8	-0.69	+2.9876e-17
-0.8	-0.68	+2.99086e-17
-0.8	-0.67	+2.99356e-17
-0.8	-0.66	+2.99584e-17
-0.8	-0.65	+2.99781e-17
-0.8	-0.64	+2.99956e-17
-0.8	-0.63	+3.00114e-17
-0.8	-0.62	+3.00258e-17
-0.8	-0.61	+3.00392e-17
-0.8	-0.6	+3.00519e-17
-0.8	-0.59	+3.00638e-17
-0.8	-0.58	+3.00752e-17
-0.8	-0.57	+3.00861e-17
-0.8	-0.56	+3.00966e-17
-0.8	-0.55	+3.01068e-17
-0.8	-0.54	+3.01166e-17
-0.8	-0.53	+3.01262e-17
-0.8	-0.52	+3.01356e-17
-0.8	-0.51	+3.01447e-17
-0.8	-0.5	+3.01537e-17
-0.8	-0.49	+3.01625e-17
-0.8	-0.48	+3.01712e-17
-0.8	-0.47	+3.01797e-17
-0.8	-0.46	+3.01882e-17
-0.8	-0.45	+3.01965e-17
-0.8	-0.44	+3.02049e-17
-0.8	-0.43	+3.02132e-17
-0.8	-0.42	+3.02214e-17
-0.8	-0.41	+3.02297e-17
-0.8	-0.4	+3.02381e-17
-0.8	-0.39	+3.02464e-17
-0.8	-0.38	+3.02549e-17
-0.8	-0.37	+3.02634e-17
-0.8	-0.36	+3.02721e-17
-0.8	-0.35	+3.0281e-17
-0.8	-0.34	+3.029e-17
-0.8	-0.33	+3.02993e-17
-0.8	-0.32	+3.03089e-17
-0.8	-0.31	+3.03187e-17
-0.8	-0.3	+3.03289e-17
-0.8	-0.29	+3.03395e-17
-0.8	-0.28	+3.03505e-17
-0.8	-0.27	+3.0362e-17
-0.8	-0.26	+3.03739e-17
-0.8	-0.25	+3.03865e-17
-0.8	-0.24	+3.03997e-17
-0.8	-0.23	+3.04135e-17
-0.8	-0.22	+3.04281e-17
-0.8	-0.21	+3.04434e-17
-0.8	-0.2	+3.04596e-17
-0.8	-0.19	+3.04767e-17
-0.8	-0.18	+3.04949e-17
-0.8	-0.17	+3.05141e-17
-0.8	-0.16	+3.05344e-17
-0.8	-0.15	+3.0556e-17
-0.8	-0.14	+3.05789e-17
-0.8	-0.13	+3.06033e-17
-0.8	-0.12	+3.06292e-17
-0.8	-0.11	+3.06568e-17
-0.8	-0.1	+3.06862e-17
-0.8	-0.09	+3.07176e-17
-0.8	-0.08	+3.0751e-17
-0.8	-0.07	+3.07867e-17
-0.8	-0.06	+3.08249e-17
-0.8	-0.05	+3.08657e-17
-0.8	-0.04	+3.09093e-17
-0.8	-0.03	+3.0956e-17
-0.8	-0.02	+3.10061e-17
-0.8	-0.01	+3.10597e-17
-0.8	0	+3.11173e-17
-0.8	0.01	+3.1179e-17
-0.8	0.02	+3.12453e-17
-0.8	0.03	+3.13165e-17
-0.8	0.04	+3.13931e-17
-0.8	0.05	+3.14755e-17
-0.8	0.06	+3.15643e-17
-0.8	0.07	+3.166e-17
-0.8	0.08	+3.17632e-17
-0.8	0.09	+3.18747e-17
-0.8	0.1	+3.19952e-17
-0.8	0.11	+3.21255e-17
-0.8	0.12	+3.22667e-17
-0.8	0.13	+3.24196e-17
-0.8	0.14	+3.25856e-17
-0.8	0.15	+3.2766e-17
-0.8	0.16	+3.29622e-17
-0.8	0.17	+3.31761e-17
-0.8	0.18	+3.34096e-17
-0.8	0.19	+3.36651e-17
-0.8	0.2	+3.39453e-17
-0.8	0.21	+3.42536e-17
-0.8	0.22	+3.4594e-17
-0.8	0.23	+3.49717e-17
-0.8	0.24	+3.53927e-17
-0.8	0.25	+3.58654e-17
-0.8	0.26	+3.64004e-17
-0.8	0.27	+3.70111e-17
-0.8	0.28	+3.7716e-17
-0.8	0.29	+3.85397e-17
-0.8	0.3	+3.95152e-17
-0.8	0.31	+4.0687e-17
-0.8	0.32	+4.21155e-17
-0.8	0.33	+4.38813e-17
-0.8	0.34	+4.60928e-17
-0.8	0.35	+4.88901e-17
-0.8	0.36	+5.24538e-17
-0.8	0.37	+5.70053e-17
-0.8	0.38	+6.28041e-17
-0.8	0.39	+7.013e-17
-0.8	0.4	+7.92547e-17
-0.8	0.41	+9.03912e-17
-0.8	0.42	+1.03644e-16
-0.8	0.43	+1.18962e-16
-0.8	0.44	+1.36126e-16
-0.8	0.45	+1.54777e-16
-0.8	0.46	+1.74466e-16
-0.8	0.47	+1.94736e-16
-0.8	0.48	+2.15174e-16
-0.8	0.49	+2.35448e-16
-0.8	0.5	+2.55315e-16
-0.8	0.51	+2.74623e-16
-0.8	0.52	+2.93286e-16
-0.8	0.53	+3.11273e-16
-0.8	0.54	+3.28591e-16
-0.8	0.55	+3.45277e-16
-0.8	0.56	+3.61384e-16
-0.8	0.57	+3.76984e-16
-0.8	0.58	+3.91849e-16
-0.8	0.59	+4.0593e-16
-0.8	0.6	+4.19456e-16
-0.8	0.61	+4.32491e-16
-0.8	0.62	+4.4508e-16
-0.8	0.63	+4.57256e-16
-0.8	0.64	+4.6905e-16
-0.8	0.65	+4.80488e-16
-0.8	0.66	+4.91593e-16
