# IdVg Sweep Table for InAs TFET
# Channel length 0.02 um
# Oxide Thickness 0.0025 um
# Channel Thickness 0.005 um
# vdrain -0.8 
-0.8	-0.8	-0.00393077	
-0.8	-0.79	-0.00394121	
-0.8	-0.78	-0.00395141	
-0.8	-0.77	-0.00396137	
-0.8	-0.76	-0.00397109	
-0.8	-0.75	-0.00398057	
-0.8	-0.74	-0.0039898	
-0.8	-0.73	-0.00399879	
-0.8	-0.72	-0.00400754	
-0.8	-0.71	-0.00401604	
-0.8	-0.7	-0.00402429	
-0.8	-0.69	-0.00403229	
-0.8	-0.68	-0.00404005	
-0.8	-0.67	-0.00404755	
-0.8	-0.66	-0.0040548	
-0.8	-0.65	-0.0040618	
-0.8	-0.64	-0.00406854	
-0.8	-0.63	-0.00407502	
-0.8	-0.62	-0.00408122	
-0.8	-0.61	-0.00408715	
-0.8	-0.6	-0.00409279	
-0.8	-0.59	-0.00409814	
-0.8	-0.58	-0.00410318	
-0.8	-0.57	-0.00410788	
-0.8	-0.56	-0.00411224	
-0.8	-0.55	-0.00411623	
-0.8	-0.54	-0.00411981	
-0.8	-0.53	-0.00412295	
-0.8	-0.52	-0.0041256	
-0.8	-0.51	-0.0041277	
-0.8	-0.5	-0.0041292	
-0.8	-0.49	-0.00413	
-0.8	-0.48	-0.00413001	
-0.8	-0.47	-0.00412909	
-0.8	-0.46	-0.00412709	
-0.8	-0.45	-0.0041238	
-0.8	-0.44	-0.00411896	
-0.8	-0.43	-0.00411223	
-0.8	-0.42	-0.00410316	
-0.8	-0.41	-0.00409117	
-0.8	-0.4	-0.00407547	
-0.8	-0.39	-0.00405497	
-0.8	-0.38	-0.00402823	
-0.8	-0.37	-0.00399321	
-0.8	-0.36	-0.00394717	
-0.8	-0.35	-0.00388652	
-0.8	-0.34	-0.00380707	
-0.8	-0.33	-0.00370537	
-0.8	-0.32	-0.00358147	
-0.8	-0.31	-0.00344192	
-0.8	-0.3	-0.00329869	
-0.8	-0.29	-0.0031639	
-0.8	-0.28	-0.00304559	
-0.8	-0.27	-0.00294712	
-0.8	-0.26	-0.00286842	
-0.8	-0.25	-0.00280752	
-0.8	-0.24	-0.0027617	
-0.8	-0.23	-0.00272818	
-0.8	-0.22	-0.00270441	
-0.8	-0.21	-0.00268824	
-0.8	-0.2	-0.00267792	
-0.8	-0.19	-0.00267206	
-0.8	-0.18	-0.00266955	
-0.8	-0.17	-0.00266957	
-0.8	-0.16	-0.00267146	
-0.8	-0.15	-0.00267473	
-0.8	-0.14	-0.00267901	
-0.8	-0.13	-0.00268403	
-0.8	-0.12	-0.00268955	
-0.8	-0.11	-0.00269544	
-0.8	-0.1	-0.00270157	
-0.8	-0.09	-0.00270784	
-0.8	-0.08	-0.0027142	
-0.8	-0.07	-0.00272059	
-0.8	-0.06	-0.00272698	
-0.8	-0.05	-0.00273334	
-0.8	-0.04	-0.00273965	
